x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95626073190149,23.00073911563757,16.548877910739844,56.82343374598009,44.609137899997,30.441242379420242,35.99766421431067,32.45123917996758,30.661999878300644,49.41116498289262,51.71009173448478,44.68588150379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.195637319662524,17.758605621063957,0.0,36.80688874923611,26.57280471145526,19.57878496684337,11.863090142678733,13.15028902349029,10.825396133174861,20.39598871440261,21.06979531434796,17.578058954944435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
