x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06018155785201012,0.0607876945808954,0.06521950389499576,0.21163919003965895,0.2293803917862332,0.2638296551997001,0.1415497669536846,0.125445074180724,0.1441182485641733,0.46547711730664487,0.4827971245245515,0.5461523465405664,0.11910197048323988,0.13049023625947923,0.12864249469230965,8.17202993070107,4.844459431216332,8.718393978585366,7.09090910545158,7.394283495501327,6.421325008794432,0.2768288083657552,0.2765355515109895,0.2876560258374481,0.16645679812336936,0.24808029510021098,0.13990456314844088,0.11346541194537696,0.11346544939901505,0.15739110999609168,0.11202616053056313,0.11556777720764319,0.12844083949240534,0.06730641247117597,0.0702894588845366,0.09841846437005292,0.14775422520560072,0.14045476156951353,0.1609807735389273,0.08306890913860114,0.11422442197336989,0.1243031850946919,0.6845716488257608,4.687640312870712,0.718354252430324,0.6095188331903908,0.5552886497146274,0.5619788049382685,0.2776832785620998,0.4889173950482761,0.5531877677074256,0.13347298372585614,0.22113828968813712,0.09328518065317819,0.30488488663769253,0.22224199369868436,0.2868766391558988,0.28670762690104623,0.4112271423910039,1.1332368397028114,0.2033787835215603,0.1863144097882419,0.2231500979105064,0.1629287771282017,0.17284878167358197,0.19309726522168938,0.7223123701177354,0.4003719915950377,0.5267887258297541,0.12569128506613267,0.16756641571256162,0.1756970424679864,0.09167421539439691,0.07495878543747041,0.11514974347704905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
