x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
0.075,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09166666666666666,0.018055555555555554,0.059027777777777776,0.059027777777777776,0.07430555555555556,0.029861111111111113,0.0375,0.06388888888888888,0.06944444444444445,0.0,0.0,0.00625,0.0,0.009027777777777777,0.009027777777777777,0.009027777777777777,0.009027777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07916666666666666,0.11319444444444444,0.05347222222222222,0.017361111111111112,0.03194444444444444,0.024305555555555556,0.03194444444444444,0.0375,0.034722222222222224,0.02013888888888889,0.013194444444444444,0.013194444444444444,0.013194444444444444,0.013194444444444444,0.010416666666666666,0.007638888888888889,0.009722222222222222,0.0020833333333333333,0.003472222222222222,0.011111111111111112,0.004166666666666667,0.009027777777777777,0.0020833333333333333,0.0,0.003472222222222222,0.003472222222222222,0.005555555555555556,0.00625
0.15,0.14930555555555555,0.1,0.08819444444444445,0.12083333333333333,0.009027777777777777,0.04027777777777778,0.05625,0.07152777777777777,0.07222222222222222,0.11666666666666667,0.15833333333333333,0.1326388888888889,0.1284722222222222,0.1111111111111111,0.09861111111111111,0.10138888888888889,0.10138888888888889,0.09027777777777778,0.08125,0.06944444444444445,0.10138888888888889,0.04097222222222222,0.04236111111111111,0.029861111111111113,0.00625,0.013194444444444444,0.0020833333333333333
0.06388888888888888,0.10416666666666667,0.08194444444444444,0.04027777777777778,0.04583333333333333,0.044444444444444446,0.03125,0.004861111111111111,0.0006944444444444445,0.003472222222222222,0.004861111111111111,0.006944444444444444,0.006944444444444444,0.008333333333333333,0.011805555555555555,0.01875,0.024305555555555556,0.022916666666666665,0.009722222222222222,0.013194444444444444,0.015277777777777777,0.01597222222222222,0.00625,0.00625,0.009722222222222222,0.009722222222222222,0.01597222222222222,0.013194444444444444
0.02638888888888889,0.03125,0.0,0.00625,0.00625,0.025,0.030555555555555555,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019444444444444445,0.07847222222222222,0.007638888888888889,0.007638888888888889,0.006944444444444444,0.03611111111111111,0.029166666666666667,0.05555555555555555,0.07708333333333334,0.08055555555555556,0.01875,0.04583333333333333,0.05,0.0006944444444444445,0.0,0.011111111111111112,0.0006944444444444445,0.009027777777777777,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.009722222222222222,0.014583333333333334,0.004861111111111111,0.008333333333333333,0.002777777777777778,0.0020833333333333333,0.0020833333333333333
0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0,0.0
0.027777777777777776,0.0006944444444444445,0.0,0.011111111111111112,0.004861111111111111,0.008333333333333333,0.004861111111111111,0.015277777777777777,0.018055555555555554,0.021527777777777778,0.016666666666666666,0.011111111111111112,0.013888888888888888,0.02361111111111111,0.018055555555555554,0.019444444444444445,0.02361111111111111,0.035416666666666666,0.03819444444444445,0.025,0.030555555555555555,0.01597222222222222,0.02847222222222222,0.035416666666666666,0.03125,0.025694444444444443,0.024305555555555556,0.01597222222222222
0.05486111111111111,0.02638888888888889,0.0798611111111111,0.05486111111111111,0.07013888888888889,0.05486111111111111,0.05486111111111111,0.07430555555555556,0.06180555555555556,0.03819444444444445,0.030555555555555555,0.030555555555555555,0.02638888888888889,0.025694444444444443,0.010416666666666666,0.0125,0.004861111111111111,0.00625,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.004166666666666667,0.003472222222222222,0.018055555555555554,0.013194444444444444,0.019444444444444445,0.03611111111111111,0.03819444444444445
0.016666666666666666,0.016666666666666666,0.0,0.0,0.027083333333333334,0.002777777777777778,0.011805555555555555,0.003472222222222222,0.003472222222222222,0.008333333333333333,0.009027777777777777,0.017361111111111112,0.006944444444444444,0.006944444444444444,0.009722222222222222,0.01597222222222222,0.015277777777777777,0.009027777777777777,0.009027777777777777,0.00625,0.009027777777777777,0.0006944444444444445,0.003472222222222222,0.004861111111111111,0.003472222222222222,0.003472222222222222,0.0020833333333333333,0.004166666666666667
0.0,0.004861111111111111,0.019444444444444445,0.043055555555555555,0.00625,0.00625,0.00625,0.007638888888888889,0.015277777777777777,0.027083333333333334,0.035416666666666666,0.04791666666666667,0.04097222222222222,0.020833333333333332,0.02013888888888889,0.025,0.020833333333333332,0.02013888888888889,0.025694444444444443,0.027083333333333334,0.019444444444444445,0.041666666666666664,0.030555555555555555,0.01597222222222222,0.020833333333333332,0.011111111111111112,0.007638888888888889,0.004861111111111111
0.025694444444444443,0.025694444444444443,0.008333333333333333,0.020833333333333332,0.017361111111111112,0.022222222222222223,0.009722222222222222,0.024305555555555556,0.014583333333333334,0.02361111111111111,0.03333333333333333,0.034027777777777775,0.025,0.03680555555555556,0.03958333333333333,0.052083333333333336,0.06597222222222222,0.07222222222222222,0.06111111111111111,0.07708333333333334,0.075,0.07222222222222222,0.05416666666666667,0.06180555555555556,0.05763888888888889,0.05625,0.058333333333333334,0.05347222222222222
0.1423611111111111,0.030555555555555555,0.03611111111111111,0.008333333333333333,0.002777777777777778,0.002777777777777778,0.007638888888888889,0.002777777777777778,0.003472222222222222,0.009027777777777777,0.009027777777777777,0.009722222222222222,0.010416666666666666,0.02013888888888889,0.021527777777777778,0.0125,0.015277777777777777,0.0020833333333333333,0.001388888888888889,0.0020833333333333333,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
0.06875,0.10486111111111111,0.035416666666666666,0.07152777777777777,0.07152777777777777,0.07291666666666667,0.005555555555555556,0.013194444444444444,0.0125,0.013888888888888888,0.014583333333333334,0.0020833333333333333,0.003472222222222222,0.009027777777777777,0.011111111111111112,0.004166666666666667,0.001388888888888889,0.0020833333333333333,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.004861111111111111,0.011805555555555555,0.009722222222222222,0.011805555555555555,0.015277777777777777,0.001388888888888889,0.001388888888888889
0.041666666666666664,0.03125,0.04791666666666667,0.06736111111111111,0.0798611111111111,0.08680555555555555,0.07291666666666667,0.04652777777777778,0.04652777777777778,0.021527777777777778,0.009722222222222222,0.009722222222222222,0.010416666666666666,0.0,0.0,0.0125,0.016666666666666666,0.018055555555555554,0.0,0.011805555555555555,0.0,0.013194444444444444,0.0,0.0,0.0,0.0,0.0,0.0
0.10416666666666667,0.10416666666666667,0.08472222222222223,0.08472222222222223,0.08333333333333333,0.08333333333333333,0.059027777777777776,0.041666666666666664,0.03888888888888889,0.0375,0.041666666666666664,0.059722222222222225,0.07152777777777777,0.07152777777777777,0.07430555555555556,0.07569444444444444,0.07847222222222222,0.07847222222222222,0.049305555555555554,0.07152777777777777,0.05625,0.07152777777777777,0.018055555555555554,0.01875,0.013194444444444444,0.0125,0.011805555555555555,0.009722222222222222
0.32222222222222224,0.18611111111111112,0.21875,0.17430555555555555,0.1625,0.03888888888888889,0.02847222222222222,0.059027777777777776,0.008333333333333333,0.01875,0.005555555555555556,0.035416666666666666,0.05486111111111111,0.041666666666666664,0.005555555555555556,0.005555555555555556,0.00625,0.005555555555555556,0.004861111111111111,0.00625,0.004166666666666667,0.008333333333333333,0.011111111111111112,0.005555555555555556,0.001388888888888889,0.003472222222222222,0.009027777777777777,0.015277777777777777
0.09236111111111112,0.14930555555555555,0.14791666666666667,0.059027777777777776,0.052083333333333336,0.022222222222222223,0.02847222222222222,0.043055555555555555,0.01597222222222222,0.017361111111111112,0.02638888888888889,0.029861111111111113,0.024305555555555556,0.03680555555555556,0.04027777777777778,0.04236111111111111,0.035416666666666666,0.027777777777777776,0.013888888888888888,0.017361111111111112,0.025694444444444443,0.03680555555555556,0.029166666666666667,0.04027777777777778,0.02847222222222222,0.022916666666666665,0.022222222222222223,0.017361111111111112
0.07777777777777778,0.01875,0.08958333333333333,0.07222222222222222,0.0763888888888889,0.08958333333333333,0.010416666666666666,0.02638888888888889,0.05625,0.06805555555555555,0.050694444444444445,0.025694444444444443,0.03819444444444445,0.02013888888888889,0.022916666666666665,0.044444444444444446,0.050694444444444445,0.03958333333333333,0.034027777777777775,0.030555555555555555,0.03333333333333333,0.014583333333333334,0.025694444444444443,0.03125,0.03611111111111111,0.034722222222222224,0.04027777777777778,0.030555555555555555
0.0,0.03125,0.04236111111111111,0.004861111111111111,0.006944444444444444,0.010416666666666666,0.0,0.0020833333333333333,0.00625,0.0,0.0,0.009722222222222222,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.034027777777777775,0.0006944444444444445,0.04791666666666667,0.05694444444444444,0.04236111111111111,0.04652777777777778,0.019444444444444445,0.021527777777777778,0.002777777777777778,0.008333333333333333,0.018055555555555554,0.004166666666666667,0.00625,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05763888888888889,0.0798611111111111,0.07013888888888889,0.02013888888888889,0.04513888888888889,0.018055555555555554,0.0125,0.022222222222222223,0.04236111111111111,0.06597222222222222,0.030555555555555555,0.030555555555555555,0.05555555555555555,0.029861111111111113,0.016666666666666666,0.018055555555555554,0.03333333333333333,0.03958333333333333,0.02638888888888889,0.014583333333333334,0.013888888888888888,0.011805555555555555,0.008333333333333333,0.0125,0.011805555555555555,0.008333333333333333,0.008333333333333333,0.00625
0.08333333333333333,0.029861111111111113,0.0,0.0,0.0,0.0020833333333333333,0.0,0.0,0.022222222222222223,0.029861111111111113,0.027083333333333334,0.029861111111111113,0.04236111111111111,0.03263888888888889,0.050694444444444445,0.05277777777777778,0.050694444444444445,0.059027777777777776,0.05277777777777778,0.050694444444444445,0.04236111111111111,0.029166666666666667,0.025694444444444443,0.027083333333333334,0.025694444444444443,0.022222222222222223,0.025694444444444443,0.021527777777777778
0.12430555555555556,0.11597222222222223,0.06597222222222222,0.05347222222222222,0.03819444444444445,0.03958333333333333,0.08125,0.07708333333333334,0.030555555555555555,0.03263888888888889,0.034722222222222224,0.01875,0.011111111111111112,0.01597222222222222,0.0006944444444444445,0.0,0.003472222222222222,0.004166666666666667,0.00625,0.006944444444444444,0.00625,0.00625,0.0125,0.01597222222222222,0.01597222222222222,0.017361111111111112,0.025,0.02638888888888889
0.02847222222222222,0.05694444444444444,0.05625,0.04513888888888889,0.027083333333333334,0.001388888888888889,0.014583333333333334,0.02013888888888889,0.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.003472222222222222,0.004861111111111111,0.004861111111111111,0.0006944444444444445,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.0020833333333333333,0.003472222222222222,0.00625,0.009027777777777777,0.004861111111111111,0.00625
0.002777777777777778,0.07083333333333333,0.02847222222222222,0.04583333333333333,0.04791666666666667,0.04652777777777778,0.10416666666666667,0.1111111111111111,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.027083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03958333333333333,0.09513888888888888,0.06111111111111111,0.08611111111111111,0.07291666666666667,0.07222222222222222,0.07291666666666667,0.05277777777777778,0.04652777777777778,0.034027777777777775,0.034027777777777775,0.04097222222222222,0.03333333333333333,0.04027777777777778,0.034722222222222224,0.03680555555555556,0.03680555555555556,0.03680555555555556,0.04236111111111111,0.03888888888888889,0.03888888888888889,0.04236111111111111,0.043055555555555555,0.04722222222222222,0.05138888888888889,0.05,0.05,0.035416666666666666
0.002777777777777778,0.020833333333333332,0.001388888888888889,0.002777777777777778,0.011111111111111112,0.0,0.0,0.0,0.0,0.001388888888888889,0.0006944444444444445,0.001388888888888889,0.001388888888888889,0.004861111111111111,0.001388888888888889,0.004861111111111111,0.005555555555555556,0.002777777777777778,0.0,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.001388888888888889,0.001388888888888889,0.0020833333333333333,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445
0.004861111111111111,0.04861111111111111,0.05486111111111111,0.004861111111111111,0.007638888888888889,0.0006944444444444445,0.0,0.001388888888888889,0.0,0.0020833333333333333,0.0,0.0020833333333333333,0.002777777777777778,0.005555555555555556,0.007638888888888889,0.0006944444444444445,0.0,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.0006944444444444445,0.0,0.0,0.0,0.0
0.011111111111111112,0.04097222222222222,0.08819444444444445,0.05347222222222222,0.075,0.020833333333333332,0.02361111111111111,0.027083333333333334,0.019444444444444445,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.014583333333333334,0.009027777777777777,0.009722222222222222,0.009027777777777777,0.009027777777777777,0.01597222222222222,0.018055555555555554,0.020833333333333332
0.021527777777777778,0.06319444444444444,0.08333333333333333,0.03125,0.029861111111111113,0.0125,0.011111111111111112,0.011111111111111112,0.018055555555555554,0.02638888888888889,0.029166666666666667,0.03333333333333333,0.041666666666666664,0.03888888888888889,0.04791666666666667,0.05277777777777778,0.05555555555555555,0.07569444444444444,0.043055555555555555,0.03958333333333333,0.044444444444444446,0.058333333333333334,0.06111111111111111,0.00625,0.00625,0.00625,0.004166666666666667,0.00625
0.2881944444444444,0.20277777777777778,0.1638888888888889,0.08680555555555555,0.016666666666666666,0.017361111111111112,0.020833333333333332,0.0125,0.020833333333333332,0.016666666666666666,0.021527777777777778,0.025,0.011111111111111112,0.0,0.0,0.0,0.008333333333333333,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02638888888888889,0.19722222222222222,0.05277777777777778,0.020833333333333332,0.029166666666666667,0.00625,0.006944444444444444,0.004861111111111111,0.0006944444444444445,0.003472222222222222,0.004166666666666667,0.001388888888888889,0.0006944444444444445,0.003472222222222222,0.004861111111111111,0.0125,0.02013888888888889,0.013888888888888888,0.01597222222222222,0.013194444444444444,0.014583333333333334,0.017361111111111112,0.0020833333333333333,0.0020833333333333333,0.005555555555555556,0.0020833333333333333,0.0006944444444444445,0.0006944444444444445
0.20208333333333334,0.06458333333333334,0.04097222222222222,0.04583333333333333,0.00625,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006944444444444445,0.0006944444444444445,0.0,0.0,0.0,0.0006944444444444445,0.009027777777777777,0.009722222222222222,0.004166666666666667,0.0,0.0,0.0
0.024305555555555556,0.0,0.01597222222222222,0.027083333333333334,0.021527777777777778,0.07013888888888889,0.019444444444444445,0.0375,0.04097222222222222,0.03263888888888889,0.029166666666666667,0.027777777777777776,0.027083333333333334,0.034722222222222224,0.0006944444444444445,0.0,0.0006944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04722222222222222,0.007638888888888889,0.009027777777777777,0.01597222222222222,0.0,0.0,0.0,0.0,0.007638888888888889,0.013194444444444444,0.019444444444444445,0.009027777777777777,0.020833333333333332,0.034722222222222224,0.0006944444444444445,0.0,0.0,0.0,0.0006944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22152777777777777,0.25833333333333336,0.28402777777777777,0.05763888888888889,0.03125,0.07013888888888889,0.1111111111111111,0.06041666666666667,0.09027777777777778,0.10347222222222222,0.08819444444444445,0.08472222222222223,0.003472222222222222,0.009027777777777777,0.025694444444444443,0.034027777777777775,0.02847222222222222,0.027777777777777776,0.04236111111111111,0.0375,0.0375,0.05138888888888889,0.043055555555555555,0.052083333333333336,0.049305555555555554,0.06458333333333334,0.04652777777777778,0.027083333333333334
0.2611111111111111,0.19027777777777777,0.24583333333333332,0.2423611111111111,0.22708333333333333,0.17777777777777778,0.18888888888888888,0.20277777777777778,0.22083333333333333,0.2125,0.2326388888888889,0.23055555555555557,0.23402777777777778,0.24444444444444444,0.21388888888888888,0.21180555555555555,0.22916666666666666,0.23680555555555555,0.2375,0.2263888888888889,0.22430555555555556,0.24791666666666667,0.24791666666666667,0.2520833333333333,0.24791666666666667,0.22708333333333333,0.23055555555555557,0.22013888888888888
0.21597222222222223,0.10972222222222222,0.052083333333333336,0.034722222222222224,0.034722222222222224,0.02638888888888889,0.04375,0.06875,0.1111111111111111,0.11388888888888889,0.11388888888888889,0.18472222222222223,0.20277777777777778,0.15833333333333333,0.15694444444444444,0.16944444444444445,0.12222222222222222,0.1326388888888889,0.17291666666666666,0.19166666666666668,0.20347222222222222,0.2048611111111111,0.14027777777777778,0.14791666666666667,0.1638888888888889,0.17430555555555555,0.18680555555555556,0.17569444444444443
0.10833333333333334,0.24166666666666667,0.11458333333333333,0.04097222222222222,0.04097222222222222,0.04097222222222222,0.02361111111111111,0.03125,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.013194444444444444,0.013888888888888888,0.018055555555555554,0.022916666666666665,0.03194444444444444,0.04375,0.04236111111111111,0.027083333333333334,0.027083333333333334,0.024305555555555556,0.03333333333333333,0.029166666666666667,0.03333333333333333,0.06319444444444444,0.059722222222222225,0.06180555555555556,0.07777777777777778
0.12083333333333333,0.1673611111111111,0.09236111111111112,0.06944444444444445,0.06111111111111111,0.059722222222222225,0.09305555555555556,0.04722222222222222,0.07013888888888889,0.04722222222222222,0.03819444444444445,0.04097222222222222,0.06041666666666667,0.06736111111111111,0.03958333333333333,0.027777777777777776,0.024305555555555556,0.025694444444444443,0.029166666666666667,0.03194444444444444,0.035416666666666666,0.025694444444444443,0.030555555555555555,0.024305555555555556,0.03333333333333333,0.025,0.029861111111111113,0.03263888888888889
0.23541666666666666,0.2048611111111111,0.15625,0.06805555555555555,0.05763888888888889,0.1284722222222222,0.11458333333333333,0.1284722222222222,0.10625,0.1076388888888889,0.12777777777777777,0.08680555555555555,0.12569444444444444,0.10972222222222222,0.10902777777777778,0.11180555555555556,0.11666666666666667,0.1076388888888889,0.10694444444444444,0.10902777777777778,0.12430555555555556,0.12569444444444444,0.12569444444444444,0.13194444444444445,0.12777777777777777,0.1125,0.125,0.14166666666666666
0.17222222222222222,0.17291666666666666,0.1673611111111111,0.15833333333333333,0.20555555555555555,0.22013888888888888,0.2152777777777778,0.2111111111111111,0.2520833333333333,0.2638888888888889,0.20972222222222223,0.20069444444444445,0.17291666666666666,0.17916666666666667,0.1909722222222222,0.2,0.21736111111111112,0.21736111111111112,0.2222222222222222,0.19722222222222222,0.18819444444444444,0.1951388888888889,0.1951388888888889,0.22847222222222222,0.2263888888888889,0.22083333333333333,0.21875,0.21875
0.4076388888888889,0.2951388888888889,0.20069444444444445,0.24861111111111112,0.22083333333333333,0.2048611111111111,0.22847222222222222,0.13125,0.16180555555555556,0.17569444444444443,0.1763888888888889,0.17222222222222222,0.13819444444444445,0.1597222222222222,0.1701388888888889,0.17916666666666667,0.18263888888888888,0.15,0.14583333333333334,0.1423611111111111,0.13958333333333334,0.13958333333333334,0.14027777777777778,0.14722222222222223,0.13472222222222222,0.13194444444444445,0.14930555555555555,0.14444444444444443
0.29444444444444445,0.13680555555555557,0.12638888888888888,0.13055555555555556,0.03819444444444445,0.06875,0.04236111111111111,0.06180555555555556,0.059027777777777776,0.08125,0.11041666666666666,0.1076388888888889,0.10694444444444444,0.12222222222222222,0.18055555555555555,0.20208333333333334,0.20555555555555555,0.22013888888888888,0.22291666666666668,0.2048611111111111,0.22777777777777777,0.23819444444444443,0.19791666666666666,0.1909722222222222,0.18055555555555555,0.18888888888888888,0.2111111111111111,0.20069444444444445
0.26944444444444443,0.19375,0.14166666666666666,0.09027777777777778,0.08472222222222223,0.07847222222222222,0.07083333333333333,0.05486111111111111,0.0875,0.09166666666666666,0.06805555555555555,0.06180555555555556,0.07152777777777777,0.09305555555555556,0.07222222222222222,0.08888888888888889,0.11597222222222223,0.12430555555555556,0.10208333333333333,0.08194444444444444,0.09305555555555556,0.09722222222222222,0.09166666666666666,0.11388888888888889,0.11944444444444445,0.11944444444444445,0.09027777777777778,0.10277777777777777
0.2569444444444444,0.20208333333333334,0.2048611111111111,0.1375,0.09444444444444444,0.08958333333333333,0.050694444444444445,0.05486111111111111,0.08958333333333333,0.04375,0.015277777777777777,0.034027777777777775,0.009722222222222222,0.016666666666666666,0.004166666666666667,0.005555555555555556,0.006944444444444444,0.00625,0.016666666666666666,0.016666666666666666,0.024305555555555556,0.007638888888888889,0.006944444444444444,0.016666666666666666,0.013888888888888888,0.034722222222222224,0.04027777777777778,0.034027777777777775
0.20555555555555555,0.06319444444444444,0.03125,0.030555555555555555,0.03888888888888889,0.05416666666666667,0.03888888888888889,0.03888888888888889,0.035416666666666666,0.017361111111111112,0.04722222222222222,0.06805555555555555,0.11041666666666666,0.14930555555555555,0.11041666666666666,0.06180555555555556,0.06805555555555555,0.08125,0.10486111111111111,0.04722222222222222,0.05347222222222222,0.0875,0.11666666666666667,0.11458333333333333,0.14791666666666667,0.13680555555555557,0.1527777777777778,0.11805555555555555
0.21805555555555556,0.24027777777777778,0.05555555555555555,0.0006944444444444445,0.002777777777777778,0.06111111111111111,0.07083333333333333,0.044444444444444446,0.03263888888888889,0.04722222222222222,0.059722222222222225,0.02638888888888889,0.04097222222222222,0.08819444444444445,0.07777777777777778,0.08958333333333333,0.08958333333333333,0.08541666666666667,0.08333333333333333,0.07152777777777777,0.07361111111111111,0.08472222222222223,0.1076388888888889,0.09930555555555555,0.09930555555555555,0.11041666666666666,0.10555555555555556,0.09097222222222222
0.15902777777777777,0.10902777777777778,0.1909722222222222,0.03333333333333333,0.03611111111111111,0.030555555555555555,0.05277777777777778,0.015277777777777777,0.011111111111111112,0.034027777777777775,0.011111111111111112,0.05347222222222222,0.06666666666666667,0.08194444444444444,0.08125,0.08125,0.11736111111111111,0.11527777777777778,0.11736111111111111,0.12152777777777778,0.08402777777777778,0.12222222222222222,0.14097222222222222,0.13333333333333333,0.10902777777777778,0.10902777777777778,0.13402777777777777,0.12916666666666668
0.07291666666666667,0.05694444444444444,0.02638888888888889,0.034722222222222224,0.05416666666666667,0.059722222222222225,0.06319444444444444,0.10277777777777777,0.10625,0.13541666666666666,0.11944444444444445,0.06736111111111111,0.08472222222222223,0.08819444444444445,0.12152777777777778,0.1076388888888889,0.12291666666666666,0.12777777777777777,0.13680555555555557,0.13958333333333334,0.14930555555555555,0.15347222222222223,0.14652777777777778,0.14791666666666667,0.11805555555555555,0.13333333333333333,0.11805555555555555,0.12638888888888888
0.19444444444444445,0.11041666666666666,0.15347222222222223,0.10486111111111111,0.0763888888888889,0.11180555555555556,0.11736111111111111,0.1076388888888889,0.1361111111111111,0.125,0.13472222222222222,0.13194444444444445,0.12916666666666668,0.12013888888888889,0.125,0.11319444444444444,0.09861111111111111,0.09861111111111111,0.1,0.0763888888888889,0.08888888888888889,0.0875,0.09375,0.08402777777777778,0.09513888888888888,0.1,0.10069444444444445,0.10694444444444444
0.13472222222222222,0.02013888888888889,0.049305555555555554,0.058333333333333334,0.08263888888888889,0.10347222222222222,0.11180555555555556,0.11458333333333333,0.11944444444444445,0.1527777777777778,0.15555555555555556,0.16041666666666668,0.10555555555555556,0.11805555555555555,0.10972222222222222,0.10208333333333333,0.11041666666666666,0.1111111111111111,0.11597222222222223,0.12291666666666666,0.12291666666666666,0.12361111111111112,0.1111111111111111,0.11388888888888889,0.11458333333333333,0.11944444444444445,0.12430555555555556,0.12430555555555556
0.09513888888888888,0.18541666666666667,0.14375,0.09513888888888888,0.03958333333333333,0.044444444444444446,0.03194444444444444,0.03680555555555556,0.027083333333333334,0.03333333333333333,0.013888888888888888,0.010416666666666666,0.014583333333333334,0.007638888888888889,0.020833333333333332,0.019444444444444445,0.014583333333333334,0.009027777777777777,0.009027777777777777,0.003472222222222222,0.0,0.0006944444444444445,0.0006944444444444445,0.005555555555555556,0.00625,0.007638888888888889,0.00625,0.00625
0.14444444444444443,0.14583333333333334,0.13402777777777777,0.1076388888888889,0.1798611111111111,0.23055555555555557,0.19305555555555556,0.20833333333333334,0.20208333333333334,0.20902777777777778,0.18055555555555555,0.15555555555555556,0.11458333333333333,0.11597222222222223,0.12569444444444444,0.12083333333333333,0.12291666666666666,0.15694444444444444,0.175,0.16180555555555556,0.1638888888888889,0.16458333333333333,0.17152777777777778,0.17708333333333334,0.1909722222222222,0.17916666666666667,0.18541666666666667,0.19583333333333333
0.05555555555555555,0.16041666666666668,0.125,0.09861111111111111,0.04861111111111111,0.04513888888888889,0.03819444444444445,0.07291666666666667,0.09791666666666667,0.12430555555555556,0.09236111111111112,0.043055555555555555,0.041666666666666664,0.04513888888888889,0.04027777777777778,0.04583333333333333,0.03958333333333333,0.041666666666666664,0.018055555555555554,0.014583333333333334,0.0125,0.009027777777777777,0.009722222222222222,0.004166666666666667,0.001388888888888889,0.009722222222222222,0.00625,0.00625
0.16666666666666666,0.1701388888888889,0.2423611111111111,0.14444444444444443,0.14444444444444443,0.16041666666666668,0.10347222222222222,0.03680555555555556,0.07291666666666667,0.11319444444444444,0.12291666666666666,0.1111111111111111,0.05,0.04513888888888889,0.06041666666666667,0.07916666666666666,0.08194444444444444,0.08333333333333333,0.08194444444444444,0.02847222222222222,0.029861111111111113,0.027777777777777776,0.03194444444444444,0.04027777777777778,0.04583333333333333,0.034027777777777775,0.04791666666666667,0.05138888888888889
0.14583333333333334,0.11805555555555555,0.027083333333333334,0.041666666666666664,0.07291666666666667,0.03125,0.019444444444444445,0.06388888888888888,0.09166666666666666,0.11736111111111111,0.16180555555555556,0.1840277777777778,0.12361111111111112,0.08611111111111111,0.09166666666666666,0.08055555555555556,0.08541666666666667,0.08541666666666667,0.07777777777777778,0.07847222222222222,0.07777777777777778,0.07430555555555556,0.075,0.07430555555555556,0.06944444444444445,0.07013888888888889,0.07083333333333333,0.07569444444444444
0.043055555555555555,0.07777777777777778,0.013194444444444444,0.03819444444444445,0.03888888888888889,0.02847222222222222,0.025694444444444443,0.0,0.003472222222222222,0.01597222222222222,0.004861111111111111,0.002777777777777778,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.004861111111111111,0.009722222222222222,0.022916666666666665,0.018055555555555554,0.017361111111111112,0.02638888888888889,0.022916666666666665,0.03611111111111111,0.03611111111111111,0.03819444444444445,0.022916666666666665,0.04236111111111111,0.05138888888888889
0.08055555555555556,0.03263888888888889,0.027777777777777776,0.03611111111111111,0.06388888888888888,0.06458333333333334,0.08055555555555556,0.07291666666666667,0.05625,0.07777777777777778,0.10833333333333334,0.09513888888888888,0.1076388888888889,0.11319444444444444,0.13819444444444445,0.07847222222222222,0.11041666666666666,0.052083333333333336,0.058333333333333334,0.058333333333333334,0.06666666666666667,0.06875,0.075,0.07916666666666666,0.07013888888888889,0.08125,0.09097222222222222,0.09513888888888888
0.0375,0.015277777777777777,0.013888888888888888,0.0,0.0,0.013888888888888888,0.02013888888888889,0.02013888888888889,0.0020833333333333333,0.006944444444444444,0.015277777777777777,0.019444444444444445,0.020833333333333332,0.020833333333333332,0.025694444444444443,0.029861111111111113,0.01875,0.02361111111111111,0.025,0.009027777777777777,0.009027777777777777,0.013888888888888888,0.03263888888888889,0.006944444444444444,0.00625,0.00625,0.00625,0.00625
